id,source,text,word_count,bucket,toxic,severe_toxic,obscene,threat,insult,identity_hate,llm_model,cost_usd
civilcomments-503928c766e747d9c2c2,civil_comments,"About two or three decades ago the ICC agreed to refer to all ""Eskimo"" people as ""Inuit."" There has been an abundance of publicity this past year @ how ""Eskimo"" is considered to be a slur by many and the term ""Inuit"" is more respectful. The term would include the Inupiaq, Yup'ik, Aleut, and Sugpiaq people in Alaska.",57,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7c0c1be89231ddbfdc88,civil_comments,WARNING: Don't question the quality of Civil Beat's reporting. Your comment will mysteriously disappear. Trust me. The editor of Civil Beat gleefully wrote to me not long ago to confirm that he was deliberately deleting my comments because they didn't help his self-esteem of that of his reporters. Facts be damned.,52,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a34a7cdbfdee43018afa,civil_comments,I look at what the Liberals are doing to Canada and I cry.,13,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-51ca979a6d69abe311f2,civil_comments,So now we're being blackmailed. Fantastic. Can shit smell any worse?,11,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5254ae22186e541609bc,civil_comments,"Don't think there's ever much of a risk of a wolf pack becoming seriously inbred, unless they are completely, physically isolated from other packs [as in on an island, in a zoo, etc.] However, wolves don't just 'crank them [pups] out on some regular schedule. IF everything goes well; there is lots of food and care for these pups teaching them to hunt and all - so that the female is in good health after going through the winter, she may come into heat for next spring. If she's exhausted and/or underfed, she may not.",95,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-87ca76e283cfed963c79,civil_comments,margaret. its exactly what I expected from. Fawning and gushing about a President in a foreign country that did SFA for 8 years and even less for the last 4. Great orator but nothing else!! A bigger lame duck than George W!! The USA is sick of presidents that are useless. So are we in Canada,56,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-82210e05da7d778075af,civil_comments,"Re: ""As royal historian Carolyn Harris says, “The Queen is someone who combines being very well known in terms of her image, but her views on most subjects are not known. She’s the ideal figure to dramatize, in that way. People are always wondering, what does she really think?”"" That's the whole point. Elizabeth II is a superb monarch because she understands exactly what her role is and how to carry it out. And don't get the idea that what she does is easy. It must be one of the most difficult jobs around -- keeping one's counsel while being a representative of the people when dealing with politicians and government officials.",112,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2649b98560d1fcfae9f3,civil_comments,I find with great amusement that both parties had to follow a well known and established set of rules and yet the party of sour grapes and sore losers is crying that the rules aren't fair and demand that the rules be changed. Federalist papers 9 and 10 make the case for a constitutional republic versus the Democratic Party's mob rule form of government. I respectfully invite Mr. Kahn to check his sore loser attitude and come to terms with the latest election results in the 2st century.,88,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-ce40ff5150468f6b185f,civil_comments,Or he could join the Green Party.,7,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d93567d9da8b96edab17,civil_comments,"Face it, you elected the 2015 Politifact Liar Of The Year and are only now beginning to realize the ramifications of your impulsive choice. The rest of us are not surprised at all.",33,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ca85287c5adf9c6439d0,civil_comments,"Check out Michigan's vote tampering by Trump, he is an illegitimate president to say the least. What a mess.",19,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6c1f5dad944be0e27aa1,civil_comments,Well aren't you special. Any thoughts on the repercussions for your generation on the Supreme Court nominations going forward under a President Trump?,23,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-357ae3ea2d6f7efc1af0,civil_comments,"your nuts!~ this country has been threatening others for decades!,, they are run by nut job lunatics.",17,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-44c01e5323e0518d3d7d,civil_comments,Spend money to save money. Sounds like a damned TV commercial.,11,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-295f88db85ca0495353a,civil_comments,"Talking about cadavers, Conway's husband of eighty years, says, I hardly recognize her anymore.",14,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-fb5abf3e05e00055d4fc,civil_comments,hell would freeze over before you can expect government to do anything rational for its citizens.,16,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0b7d90cd285a643ebbdb,civil_comments,"Trump is a colossal failure at this point. He hasn't had a single victory and has had to bear embarrassment after embarrassment as he continues to lose. He is desperate and clueless. So far, Trudeau has made him look like a child. We will watch him turn elsewhere in his desperation and laugh. He's easily one of the worst leaders on the planet. His failures make his followers look imbecilic.",70,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-76a12f2bc8469e806950,civil_comments,"If that's true, than Trump should have not have criticized Castro for the vary same behavior the world criticizes Putin for! Trump has a unique ability to speak out of both sides of his mouth at the same time and contradict himself in the same sentence. Of course, if your hero is Donald ""Grab Her By the Pussy"" Trump, why should I expect you to hold him to any level of consistent moral behavior or commentary!",76,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-73aa07519c1b60772a3b,civil_comments,"This state is way way beyond the need for a state income tax. Of course, Tim Eyman won't support that as an alternative.",23,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8d97052e45311bc55ebf,civil_comments,so where s your proof? its easy for shit talkers like you to acuse when hes not here to defend himself. id like to take a peek into your closet jim.,31,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-6893fea5c48f56ff464c,civil_comments,"Are you excusing harassment and then doing it? That's pretty much being a harasser and if you do not even get that then that's pretty messed up. Like I said, mention harassment and the abusers come out of the wordwork to excuse it or do it. Bloody pathetic.",48,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-bd03345361ac4c3904f7,civil_comments,"Obliviously, you are so ignorant of any study or knowledge of the Russian Revolution whereas the leaders of said Revolution could not get the people to get down with the class struggle but instead divided the population on race, and ethnic lines. Or Communist Red China where they made the doctors dishwashers and the dishwashers doctors so that all could be equal. Was your family there? How else can such vapid ignorance be explained? You are not fit to lick Palins boots.",82,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-68718df3b7e73f7c283d,civil_comments,60 police offices were shot and killed by citizens in the USA in 2016. 955 citizens were shot and killed by police officers in the USA in 2016.,28,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-3384e66ef27fc9d7c7a2,civil_comments,"Trump doesn't need the media to inflate the absurdity of his comments. His comments are reckless and idiotic enough on their own. And as a veteran, I wouldn't give him so much as the time of day given his horrible comments about McCain, and what Trump laughably considers ""sacrifice."" He bent over backwards to ensure he never sacrificed anything to our nation's security or armed forces. He's a loudmouth over-privileged coward with a hyper inflated ego. He's also been the most dishonest candidate so far in this election by independent sources who review the validity of candidate's statements.",99,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-fdd6de1bb80971af5128,civil_comments,He sure should,3,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b476deaa93c5fc7c009a,civil_comments,"The primary system should replace the antiquated caucuses. It just provides an opportunity for the majority to leverage conformity from the minority and potentially alter someones vote on the basis of social intimidation. When you're dealing with electing a public official, the importance of a secret ballot is vital to capturing the unadulterated beliefs of a person through the vote. This is jeopardized with a caucus. The fact that it's closed to nonpartisan or independent voters is an additional problem.",80,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-87013ceb68e38a39cb2f,civil_comments,"Cat 'Bad dividend performance?' Surely you jest!? My divvy income is up 2.7% YTD. It is only March. You still don't understand what SFI meant by 'nice trade'? Aren't you a trader? I just finished explaining it. Unfortunately, since I'm not a trader I didn't realize the perfect 'trade' opportunity it was. And as a 'trader' you should not care about the long term prospects of a stock. That should be meaningless to you. That was a safe opportunity to make money, and that is all you should be concerned with. Or at least that is all a trader should care about. By the way, my source for that info was BNN. I wasn't working and I tune into BNN during the day for background noise when I am not at work. It was no secret. BTW, if you don't want people 'jumping on you', maybe refrain from posting on articles that are obviously outside your style of investing. Or at least being so negative about dividend investing. We don't constantly jump onto Barlow's articles and discredit them",180,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5260cb53515d7fe5725b,civil_comments,"Yup, the streets are very slick today.",7,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a49a91a7af0a49cadb2d,civil_comments,"In the end this is less a story about guns, than it is about family dynamics and mental health.(ie Domestic Violence).",22,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-9b0cbba720b0a3ca2dd3,civil_comments,"Good point. He also says they are 4-5% of the population. If they contribute 6% of funding for wildlife conservation then hunters are already paying more than their share. With the other taxes they pay, as you mentioned, they surely contribute even more than 6%.",46,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b08a766ab1fac14d5757,civil_comments,"How is the attitude ""let them eat cake"" when major reforms were done, in 1996 (or around there) and in 2003? Anyone hired after 2003 is not Tier 1 or even or Tier 2. The author clearly has an axe to grind and is disingenuous when he claims the democratic legislature and unions won't change anything. If that were true, why am I Tier 3 instead of Tier 1? Why are my retirement benefits so much smaller than the Boomer's benefits? The answer is because the author's diatribe is merely the rantings of a libertarian who wants to rile everyone up about PERS while collecting much better benefits than I will as a State worker.",115,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-25918f6c1e8b10ba1823,civil_comments,"' There's a true Alaskan American, eh? Cheering for Russia' interests, ...and hoping Alaska can serve the motherland's interests. . He's as traitorous as his treasonous daddy figure and Putin's puppet, Trump. .",31,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-6ae198031e680ad45228,civil_comments,"I don't think this is about Hilary, this going before oil prices start going down, Putin and wealties Russian's losing big time. Perhaps you'll forgetting the Rubles currency also lose because oil prices and food went to the roof, now someone trying to associate it with Hilary, the question is why ??.",51,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-aeaf6948b3d182e8a04e,civil_comments,If you want the state to stop paying the oil companies to take our oil quit electing corrupt Republicans to the legislature!,22,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-580b1abf146db1bb9dcd,civil_comments,I concur there are many Russian trolls here,8,identity,1,0,0,0,1,1,civil-comments-human-crowd,0.0
civilcomments-895c119b1da5e096ec25,civil_comments,"Why would Alaskans support a pipeline that will transport Canadian oil, increasing the supply and likely decreasing the price of Alaska's oil? The thick, sticky Bakken crude is a nightmare waiting to happen should a spill occur. You can't drink oil. Water is becoming more valuable than gold in some places. Why would the U.S. take on the risk for some temporary jobs?",64,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-12fc1df3d903a67d1283,civil_comments,"The weed has to be tested??!!! PALEESE!! Just open the shop and start selling and smoking and enjoying the democratic process already! Its about time. In the meantime we are going to the voting booth to rid ourselves of the shallow thinkers and the egotistical politicians in the valley who have subverted the constitutional process and the will of the voters. Suck it Larry, you're a goner next election, dont even bother to register as a candidate.",77,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d39edf1975f8663094f6,civil_comments,"We have stumbled through years of Republican obstructionism - over 60 votes to overturn ACA, refusal to hold hearings on an open SCOTUS seat, etc. They are already planning how they will keep a stranglehold on progress and kill the SCOTUS. They have done everything possible to damage our country and another Republican majority will be a nightmare to end all nightmares.",61,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-23c3dfaa59beb21aceb4,civil_comments,"white people didn't have flush toilets until Thomas Crapper invented the first lou around 1890, so all people have barely had flush toilets for barely 100 years. it would take the 1890s to today to install flush toilets through out the US and Europe, replacing chamber pots(white peoples honey buckets, by the way the white way to deal with chamber pots was disturbing and deadly, ever heard of the Night Soil Men? high rate of death and sickness to the crews.) George Washington was a fore-father and he never knew what ""flushtoilet"" meant. honestly David why do you open your mouth?",103,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2bf4dcb8ddef2ffa27c9,civil_comments,"Professional victimhood at its finest. Last time I checked, in the real world at least, every person of voting age on these islands is free to fully participate in government and be the change they want to see in the world. Then again, holding on to hatred and crying crocodile tears about how powerless you are seems like a much easier path. I do agree with you on the terrorist claim though. Kamehameha was indeed ruthless and I feel pity for the tens of thousands of kanaka maoil souls that were brutally murdered during his conquest of the islands for himself.",101,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0172b387289218b545e3,civil_comments,Liberals just can't accept that it's the kind of moves Trudeau is making that drove people to vote for Trump.,20,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-99b9e5234b37c49c24ca,civil_comments,You'll shoot you're eye out Ralphie. lmao,7,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-628e1f3babc3638ac762,civil_comments,"Canadians don't know how LUCKY we have been to have a STRONG LABOUR MOVEMENT, I have been a Union member since i was 17 years old, i am now in my 70's, and if not for the Unions i would not have a decent Pension, i would not have had decent wages, i would not have had protection from crazy boss;s, i would not have had decent vacations with my family, i would not have had a dental plan, i would not have had a dental plan, i would not have HAD A DECENT CANADIAN WAY OF LIFE. I have lived in 4 different countries, CANADA, U.S.A. PANAMA, COLOMBIA, i have seen the difference in these societies, THERE IS NOT '''ONE'' COUNTRY ON THIS EARTH THAT IF IT DOES NOT HAVE A STRONG LABOUR MOVEMENT IT's people LIVE IN POVERTY COMPARED TO US IN CANADA, NAME ME ONE COUNTRY THAT DOES NOT HAVE A STRONG UNION MOVEMENT THAT HAS OUR NORMAL CANADIAN STANDARD OF LIVING,, IF YOU CAN'T NAME IT TIME TO REALIZE THE FACTS AND IF YOU CAN'T NAME A COUNTRY THEN TIME TO SIT DOWN AND SHUT THE F#%$ UP.",195,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-3a7a945c940df041976b,civil_comments,Just because Wikipedia gives you an answer doesn't mean that you asked the correct question. . Two words to edify you... Marc Rich.,22,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-525e240b408bce8456a9,civil_comments,"This issue is complex. The health issues are very real, and affect the lives of many. However, I hypothesize that making fresh produce available will not solve the problem. Those rice and canned meat dishes? They will still be served, albeit with some fresh fruit and veggies. The excess calories, low fiber, and simple sugars (particularly with sodas) that are killing people though heart disease and diabetes are still there, fueling the fire.",73,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-be83bb1b0a24cfae5231,civil_comments,"Insurance couldn't replace my car, Wavemaker. My car is too hard to find these days.",15,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-e2e8b75008865c922044,civil_comments,"Look at dumb Trump and his dollar hoarding goons laughing at rules to make our health deteriorate. He doesn't give a flying flip about our health because he drinks filtered water, organic food, and breathes filtered air both in the White House and his billion dollar home with gold inlaid walls in N.Y. That is a fact.",58,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-0cd8d697ba0341205463,civil_comments,"Hmm.....the GOP plans to alter the tax code to make the rich richer, blowing up the debt.......biiiiig surprise. Don't worry ordinary citizens, it will all trickle down to you. The wealthy ""job creators"" currently aren't quite rich enough to create those great jobs you are all waiting for, but you won't have to wait much longer. Once those tax cuts are made there will be so many jobs you will be sick of jobs.",76,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b8decb1077d6f09beb69,civil_comments,must we tolerate another elitist pompous ass on the editorial pages of the G&M? - or should I call the Donald Trump Hate Centre,24,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-18de8046c364236ffe88,civil_comments,"Yeah, Putrumpkins don't get that. According to them, there's no value in studying things like history. And anyway, Putrumpkin is the New Messiah. In their Bizzaro World forward is backward, up is down, right is left, stupid is smart, our enemies are our friends, pathologically lying oligarchical billionaires personify the ""regular blue collar guy,"" putting ""the little guy's"" welfare ahead of their own and draining the swamp means rampant nepotism and favoritism, filling it up with more self-centered billionaires, corrupt institutional politicians and lobbiests. And these are the people who whined about no one listening to what they wanted. Revenge legislation all the way. You can't fix stupid.",109,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-30616bd6c75ba560b408,civil_comments,"If I were the Captain of the flight I would have told the flight attendant to just give that guy the blanket and I'd pay for it; what with the recent huge pay raise that the pilots just had. It was not a win-win situation at all, everybody lost on this one. Hell, if I was a passenger I would have been glad to pay for his stinking blanket.",70,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-1b91fb22bf8cceae3e40,civil_comments,"So if a criminal is found out to be an illegal immigrant, what do you suppose is a good course of action in that case?",25,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-04a1797642e63372a4dc,civil_comments,"Try reading a book that debunks your conspiracy theories. Try, for instance, John Cornwell ""A Thief In The Night,"" which takes apart the fictional theories of David Yallop - and you, apparently. Actually the taped conversation between Yallup and Cornwell might educate you better.... I know you will dismiss the source with prejudice, but a very good article can be found here... I know everyone likes a good mystery, and conspiracy theories will abound. Even the way you frame your response here shows more fictional flair than fact...disappearing nuns and almond scents (where did on earth did you get that from?) My goodness! There has been just as much written that disputes the story you offer, including by his family - which also includes a doctor - but not as much fun, I guess.",132,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6f6b4738f287fa4ac820,civil_comments,"uhhh - ISIS on the run?? Wow, pull your head out",10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d951268229ce1605a303,civil_comments,"Just as it seems that those who demand retaining the old and control-centered doctrines that may have worked in the 16th century and rejecting new information and understanding are non-compromising and rigid in their views and actions. Now, having said that, I would add that we often forget about the larger group in the middle who are open to change while retaining the essentials of the original Church as has been our foundation from the time of Christ. That group tends to see the Gospels as being wonderfully fluid and as meaningful now, in what Jesus tells us, as it was when written the first time. To exist in the world of polar opposites only brings opposition and disconnect.",121,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-39a00e33841ae776a3ea,civil_comments,"Hello Globe Editorial Board - are you reading? We are stuck with the format, but perhaps not the compensation formula? If you take away the incentive (money for nothing) and pension (money for less than nothing), you change the dynamics and the burden on the public purse. For example, cutting the salary in half and eliminating the pension, means only the people with the best of intentions remain.",67,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-34549554efd59dcd307b,civil_comments,"Jeepers, enough with the stereotypes. I ran a race in the USA recently and ran into some American friends. One of their gang was a fast cute young lawyer; she was a life long conservative and Trump fan.",38,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-c8e71798f83ca0d2fa90,civil_comments,"Amazing how divine law can be seen to override civil law (abortion), but not divine law (love your enemy) override civil law about citizenship.",24,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ebc7a41b89c579e42bec,civil_comments,DOT Scott Thomas is the worst kind of helicopter parent.,10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2926f7afa1850b676673,civil_comments,"Again, not what I said and demonstrates your ignorance of how self-defense law works. Your ""benefit of the doubt"" ends where my objectively and subjectively, given the totality of the circumstances as available to me, reasonable perception of an imminent threat by someone with the apparent ability, opportunity and demonstrated intent (ie a clear draw to fire stance motion) begins. It is absolutely false to claim the law allows mere bare fear or unreasonable perception/claim of risk to justify the use of force in self-defense, lethal or non-lethal, by ""civilian"" or LEO.",96,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
