id,source,text,word_count,bucket,toxic,severe_toxic,obscene,threat,insult,identity_hate,llm_model,cost_usd
civilcomments-c2570b44b73d7ef37494,civil_comments,"Bernie on the other hand advocates tyranny. A control freak, with zero understanding of basic economics. The last thing our country needs is his incompetence backed up by the governments guns !",31,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2d7240c7d9c715aa34b1,civil_comments,"Paul Ryan consistently proposes budgets that funnel wealth to the wealthiest Americans at the expense of the less well-off and policies that would fray the safety net. Do explain how one reconciles ""objectivism"" with the gospel. Ryan's hero Ayn Rand complained that Jesus introduced an untenable paradox between individualism and altruism that accounts for Christianity's history of political and psychic violence. It's rich you accuse Edna of partisanship when Christian conservatives are all too willing embrace an ideology in stark conflict with the gospel.",85,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2455e40d8a4b36e57c3b,civil_comments,"Wow, didn't know that the survival rate was only 12%. Perhaps all phone companies should have the app installed automatically in all phones and just have them be location specific for when you travel.",34,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a3933c21b235c9a0ffbf,civil_comments,Free shit for everyone! No thanks! Pay your own way.,10,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6f88abcff42d8008a821,civil_comments,"I'm always hopeful Tabatha will surprise me. And, somewhere in her rambling piece, A nugget of wisdom, cleverly hidden, will be revealed. But, darn it all, once again, today, it was not to be!",34,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-e4d1d70b9cd84da43f2a,civil_comments,snopes shows some em lines suggesting 'legal and non legal ways to deal with wikileaks',15,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7f5c7ed0d8d24bfc3faa,civil_comments,Thank you for reminding us of your ignorance of what progressive Catholics actually believe. Thank you also for reminding us that you don't know what liberation theology is either. And for reminding us of your xenophobia.,36,identity,1,0,0,0,1,1,civil-comments-human-crowd,0.0
civilcomments-17ce7b658cecab29e23d,civil_comments,"AM does have a lot to say. Well, over and over and over and over....AND over again :)",18,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-068f42de28b2fb67c62a,civil_comments,Now all he is looking for is to get laid.,10,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-52170043c84032c19766,civil_comments,swimmer You are right. Jews and Arabs do not belong together. Palestine is surrounded by Arabs so Jews do not belong there. Common sense. Not rights.,26,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-26b734e4ac459d2ef7bd,civil_comments,"Unfortunately, we are not a very compassionate society and I doubt that we’ll ever see universal healthcare - As long as there are big bucks to be made, the insurance companies will be in control of whatever it is they consider to be healthcare and who gets it - There’s the struggle - This link is to an exchange between MSNBC commentator (and Canadian born) Ali Velshi and Rep. Jim Jordan (R-Ohio) - A brief but interesting debate on how well a 'free market system' for healthcare actually works - From “Politicususa”",90,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-af5b3e179c8a934347ef,civil_comments,"there were several such quotes and they all match what most people see as self-righteousness, which is essentially the belief that correct moral beliefs are more important than empathy. Mercy is the antidote, although sometimes mercy is honesty - admitting what you believe may not be necessarily so. BTW, it was not homosexual activity that Ratzinger called disorder, it was being homosexual that was outside the natural order. That depends on how you define that order. If nature makes some people gay or lesbian, then Ratzinger is wrong. if sexuality is a gift of God, then even the conduct equivocation is wrong. Indeed, the Church was headed that way full speed ahead toward inevitable doctrinal change when Ratzinger, for St. John Paul, put on the brakes, or thought he did. Most of us are not convinced and those younger are really not convinced. May you live to see the change and may I live to gloat about it.",158,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5896573a276b9e9401fb,civil_comments,"Funny, I've had the Who's ""Won't get Fooled Again"" running through my mind as well...",15,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-12510cffe94f8a31f927,civil_comments,I think you're overlooking the fact that Carrier's parent is a major player in the defense industry and already receives billions of dollars from the US government. How much that company was promised won't show up anywhere that the public will ever see.,43,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d76765d1a5c69afe1cb5,civil_comments,"So, Karen has group meetings at a bar, great. Sue is ashamed to be an American. Well, I'm sad that the psychic Sue would think that a deceptive, self serving person cloaked in lies to the American people ,would be considered a good choice for commander in chief. But that was your choice, good luck to all that want to secede. Do you really even have a healthy infrastructure, real stuff, not smoke induced dreams?",75,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-1b1c4c71cb9dcf911c47,civil_comments,That you know of.. It's only just been announced. It came out with the last selection group that several of them did indeed have some connections to the LPC.,29,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8bdc11c830ddf4a9e4aa,civil_comments,"My father flew for 76 years. Passed his last physical and check flight at age 93. However, he did state that he wouldn't have flown for nearly so long had he lived in Alaska. After reading some fatality statistics regarding Alaska aviation, he said that we should call planes ""doctor-killers"", since so many professional people die in crashes. He reasoned: disposable income - enough to buy a plane - not enough time and experience in them. Ms. Rogoff was lucky. I don't care about her politics. I'm glad she's okay. Sad to see this politicized by the trolls.",97,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-633af2f4b69ae865b8b0,civil_comments,"BobCline: It is not a government bill but a private members bill. At any one time, there could be several hundred private members bills tabled in Parliament. I don't expect any Prime Minister, whether it be Trudeau or Harper, to keep track of every private member's bill that is put before the house.",53,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-526b8b0bc042dbdef8d3,civil_comments,"As I correctly said, NFP is a method of having sexual without procreating. Otherwise, why would anyone bother with it. I notice that you do not give an alternate definition of contraception. Because I gave a perfectly good one.",39,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d87f39adeb9023141a52,civil_comments,"I believe the electoral college limits the effect of pandering by politicians; ie; free college, forgive student debt, free healthcare, the government will take care of you, no personal responsibility. The electoral college was always about State's rights and to limit Federalism. If you want Federalism move to France, Italy or any number of countries that have more central control.",60,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-28cac880c20d8086d567,civil_comments,"Yes, this pipeline competes with the interests of Alaskans as does the rail transport of this oil to the west coast refineries. I wonder if Warren Buffett of the BNSF Railway is a supporter of this pipeline? The Alaska Natural Gas Pipedream/Pipeline is going nowhere fast and what else do we have to raise the revenue we need? What commodities do we have for sale that generate the revenue we need? Fish, Coal, Minerals? We need billions of dollars so Alaska needs to sell oil to others (or perhap tons of marijuana to ourselves and a few visitors).",99,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-65179033cba8463fc1c1,civil_comments,"Sorry, Not a Penny. This is complete nonsense. You cherry pick the actions of some obnoxious bozos and then try to say everyone who may be of a liberal political persuasion must agree with them. It just ain't so. And you say that, ""Today's liberals are extremely bitter and self righteous."" You ought to reread your own post, it sounds pretty bitter and self-righteous itself.",66,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-fa762edc9cc93d782f1b,civil_comments,"Rubbish indeed. The journalists' union took sides in the last election, forever erasing the concept of neutrality. This newspaper published endless 'fake news' accounts during the US election, never failing to portray Trump as a bumpkin and destroyer of all things good. Had they focused instead on what drove people to Trump they may have come to different conclusions regarding his electability. Hiding behind 'well, US media got it wrong too' does not help since their media is in the same sordid decline. So, a pox on the MSM. Evolve or die. No public teat for you.",97,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-fac0c773137a5dd6c54d,civil_comments,Bigotry as I don't see you asking similar questions of western cultures or religions.,14,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6120345de418ef542701,civil_comments,"The horse is sausage now! WTF are these people afraid of? That their god will blast them with a lightning bolt if they don't pray before doing ALL THE PEOPLE'S business? Who do they really represent? Sure ain't me and I live in the borough. My sales taxes are paying for this nonsense, and I don't appreciate it. I will show that with my vote. Most of these people were appointed, by the way. A few people resigned. Who decided to appoint who? Even the dumbest among us know that answer.",91,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a016ef42e8b0954918c2,civil_comments,"Of course some canon lawyers want black and white answers so they can make black and white rules. However, this issue is more like pounding square pegs through round holes. There is nor can there be such black and white answers on this and so many issues of conscience. The magisterium in the past went down a false path attempting to answer all the questions for The People of God when these men could not be knowledgeable about all the conditions. It seems easier for some dogmatists to just be given ""the right answers."" When I was teaching at the University some students wanted this too and I often responded with only essay questions asking them to look far deeper into the issues and questions involved...",126,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-56f937c7bfe91e115f8e,civil_comments,"So why is this article another anti-Trump tirade? The title is false advertising, that's not an accident, it's policy.",20,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-f810d41f6057c8664b21,civil_comments,"Kathleen is missing something in her life......no not that, I'm sure quite satisfied. Common sense. Between her and Dalton you'd think it would make Liberals angry they look like idiots.",31,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-655df9ee4c250e0fe378,civil_comments,"“I’m proud about being a homeowner,” she said. “I’m single, I’m a female and I’m doing it all by myself.” Ah yes, the progressive Canadian replacement for having a family. Just single, 27 years old in the prime of her childbearing years and proud to be alone. Enjoy being the end of millennia of generations of your family lady. It's a wonderful gift as well to the many immigrants and refugees flooding into the country every year. They won't even have to share Canada with its founding peoples---they've chosen to go extinct instead...er, I mean... they're progressive.",103,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-fc9f9ecfe0aa803dfa4e,civil_comments,"""Curses, foiled again"" Steve Bannon and Jeff Sessions must hate the Federal Court System.",14,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-103a26e28ec35efb142b,civil_comments,Actually it's harder to get a hunting knife out of a store than a damn ar15 rifle at this point.,20,insult,1,1,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-eb46ca297924bb51ea3c,civil_comments,"The same is true for the entire west Coast. People head to California for weather and opportunity. It's a wreck. People flock to Oregon for space and opportunity. A wreck. Same with western Washington. The west coast is a huge draw. The population boom and the havoc that comes with it is inevitable all over the US - just more so where winters are mild, summers bearable and tornados scarce.",69,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-9af5cba30112c8f5c317,civil_comments,Alberta is on fire from oil and its still burning all the way to saskatchemwan and has over 100 oil spills right now. Alberta hasn't done any action to clean up toxins at all. That crap will not be coming to ruin our coast as well.,46,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d5437c10a26ee11b506f,civil_comments,"Women need to learn the old proverb that ""the only good scumbag rapist is a dead scumbag rapist"" and carry with a permit.",23,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-0e83c2afc5ceea130c4b,civil_comments,"phew!!! Now tell us how you REALLY feel about Trump. The closer to the election, the screechier are the liberals....their candidate is one big hot mess, so they can't really be blamed for their own tone.",37,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-cc6316e885580e5f28fd,civil_comments,What a useless article. People who are in the mutual fund business own mutual funds - give me a break.,19,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-206ff76ffc5e4c47f3a2,civil_comments,"I'm glad Jules is open about his faith. It's part of him, like it's a part of some of our country's strongest progressive voices. People are complex, and their values can come from many sources. Jules attends church and has faith. That's fine. He *also* has been an outspoken advocate for marriage equality, reproductive choice for women, and numerous other progressive values. Those don't have to be at odds. While I'm always eager to learn about a candidate's background, I'm most interested in their vision for how to best bring our community together, and the progressive policies they'd advocate on the council to make Portland an even better place to live. I think, as we have that conversation, Jules' record and vision will stack up with the best of them.",130,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0d25187f2a15968b30f2,civil_comments,"Molly and Alvin were tireless volunteers while living in Bemidji from where I write. We miss them. Her book is an interesting and informative read for those of us on the outside who yearn for a life in the wilderness, - but know we could never really last more than a couple weeks or months. In the summer.",57,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-de71eb01fe7f67091038,civil_comments,"Rarely hear about those who are able to live a celibate life. Often it seems that people must have sexual relationships, in marriage or out to be normal. That is not true.",32,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-94d9c57fcea715386b3a,civil_comments,"Of course such leaks are illegal and shouldn't be encouraged for partisan reasons, but this administration has taken lying to the public to such unprecedented heights (or depths?) and for such heinous reasons, that the leaks are in the public interest.",41,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b077cffbfae2e30f6a24,civil_comments,"AM. You hear the Pruitt and Giselle ads running? They make me laugh every time. Back to back especially. ""Trust that Cathy has your back!"", ""Where are our conservative Leg? Picking out their chairs for their new LIO!"". It's almost as funny as listening to how Done Young has passed the most legislation than any other person on the planet....when he showed up for work. You'd think that'd be obvious considering he's like a roach that can't be killed.",80,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-12abdfedd88f302ec7b0,civil_comments,Should be no surprise that it's more enjoyable to talk to others than it is to talk to you. Even when disparaging you.,23,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b18793fb65b9d033c10a,civil_comments,"Corporations should not have the rights of a citizen. A corporation cannot suffer human death, cannot spend life lost in a jail, and cannot experience the pain of loss. Any Supreme Court Justice that stands for the ""Citizens United"" decision is a traitor to the United States of America, and is directly and catastrophically sowing the seeds that will fowl our fields, and bring ruin upon our lands.",68,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5928a1b7af4359d1cb50,civil_comments,"I agree. Just terrible that Mulroney is being used for anything. Part of Trudeau's problem is that he leans heavily on his smarmy PR team. He should take Obama's advice to Trump, campaigning and running are two different things. Mulroney always had a strong sense of himself as a smooth talker, and I think Canadian media backed up his opinion of himself. I know my mother certainly thought his wife was charismatic. I have nothing to say about such things related to Mila, but Brian Mulroney on the other hand was a creep. Unlike my mother I am not impressed by charm and charisma. It so easily and often hides real vice and serious personality disorder. We forget all the post Enron and Wall Street crash studies into the narcissistic psychopathology of these oligarchs and corrupt politicians. We should not. Neoliberal leadership with its proclivities toward a ""state of exception"" has always been fascist, but it has been left unchallenged and we are now in real danger.",167,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-8303849815be022e0f89,civil_comments,"Menor is a mental midget. He'd rather tax the Hawaii resident than the tourist. Take a hike Ronnie. But face it, any tax for this insane project is money thrown away to be burned. Interesting in how the Legislature has put lipstick and panties on Cadwell and told him to dance, dance, dance monkey. You will spend $13 million in your budget on rail. You will not renovate the Blaisdell until we tell you. Cadwell said rail ""no matter the consequences"" so he's willing to put that dress on and dance - anything for rail!",94,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-3aa0c77d3ed76fb824f8,civil_comments,"Untold numbers of doctors have prescribed and continue to prescribe ""painkillers not associated with malignancy or terminal illness for more than six months without keeping proper records or monitoring patients..."" This is hypocrisy at it's finest.",36,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a828be7904355a3d5962,civil_comments,"Ah, boo, hoo globe every one that doesn't agree with you're idiot in Ottawa is uncivil. Wait and see. Oh my bad, you don't care who gets killed, you just want to lie about it with editorials. One day I hope we get to charge you with treason.",48,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-2ab83c630ca22cd8b9c7,civil_comments,can't stand meryl streep,4,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-70076034ca63fe85c9ee,civil_comments,Climate change activists can come off as globalists more interested in wealth redistribution via a carbon-based economy. When it get’s more political than scientific they loose much of their audience.,32,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7dee25de62300566c825,civil_comments,"No, turn your damn headlights on. They're just as much for other drivers' benefit as yours.",16,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-d132f733668c239dc7a3,civil_comments,"So sad that our society is so screwed up, although it is certainly no surprise. Some people are paranoid and Alaska has more than it's share. But why? So far the actual verified facts are minimal but the half truth stories and rampant speculations and innuendos are freely flowing. Just read through the comments here. All of this comes from media sources which all, ADN included, in their rush to scoop the story, always present opinion and suggestion mingled with a bit of fact. Most so called news reports would have received failing grades 40 years ago in any journalism class. Just the hanging questions leave the doors wide open for conspiracy theories of Muslim ties, a government plant, mind control, mental illness, all the fodder for the tin foil hat club. Not that some of the concerns do not have a valid basis because it has been proven many times that power corrupts absolutely, and politics is all about control! Before we barricade the fortress, let's just get the true facts!",172,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-54efe441f80241b82816,civil_comments,"Being more self sustaining and living closer to the land is about as Alaskan and non communist as you can get. Only recently in Alaska history have people been brainwashed into believing they can't exist without big corporations to bring us what we need. Want to live more like that, do it! City lots in Anchorage can provide a lot if you just try. Way to go Cindy and Curt.",70,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-96e907c0be3e98951b41,civil_comments,"You forgot you were Black? Leonard Pitts, Let me tell you this, I like a lot of White people don't give a shit what color your skin is. You treat me with respect and you'll get respect, I don't give a shit about your fucking skin color. Your article is such Bullshit, there have been all kinds of programs and welfare programs for the Lazy No-hopers to lazy to work. Why is there not a special month for other races? WHY? They helped build America too, Chinese, Koreans, Lateno's etc. Oh and whitey White people didn't enslave your race, your own enslaved your race in Africa. So go bitch at yourself in the mirror, I'm tired of your battle cries like a lot of others. The white race freed the slaves from what their own put them into, slavery- We owe you nothing",144,identity,1,0,1,0,1,1,civil-comments-human-crowd,0.0
civilcomments-8c399a0fefbaf5d08f2c,civil_comments,"Why worry? As president, Hillary Clinton will be completely hamstrung by Republicans (and many Democrats) for being a woman, just as Obama was completely hamstrung for being black. Stephen J. Remington",31,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-8d7fd48d023b61966f14,civil_comments,"If Canada wants to shipitspil, let tem buil the pipeline on their lands.",13,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-be0567ed0a300ef3f63b,civil_comments,"""Corey Lewandowski is trying very, very hard to become the chief of staff,"" said one Republican familiar with the talks about Trump's appointments. ""He's been talking about it for months, preparing for months and lining up all the right people to get it done. . . . Corey is saying it's about loyalty. Nobody is more loyal."" Corey Lewandowski: ""Nobody is more loyal to Trump than me. Nobody."" Trump: ""Except me. Nobody is more loyal to Donald Trump than Donald Trump. I am the most loyal person to myself than anyone else, I promise you. Bigly.""",93,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-e51a77a0bec6ba54b7b4,civil_comments,The low approval is based on a populace that is hellbent on handouts and welfare checks. Here comes trump trying to get them a job and they disapprove. We are a country of spoiled little babies who cant think or do anything but complain. Get off your ass and make your way and quit complaing about everything every fkn day. Its pathetic.,62,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-4d8da8808b24ab9e081a,civil_comments,"Three weeks and a day to the election. Donald Trump's head is exploding, while his campaign is imploding. The desperate Republican Party is throwing the kitchen sink, containing irrelevant emails stolen by Vladeimir Putin, at Hillary Clinton, hoping some of that mess will stick. Trump's ""basket of deplorables"" is howling with a rage which knows no reason; but we know Trump has made this campaign about racism, sexism, ethnic hatred, and xenophobia. Rational people pray that America has a minority of hate-driven voters this time.",86,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-411fca745d3b9de0758f,civil_comments,"Yea great. So instead of charging taxpayers for holidays with the Aga Khan, we'd get billed for holidays with Murray Edwards.",21,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-1e65028e3e02e8127231,civil_comments,"Clayton, please feel free to come plow my driveway anytime.",10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-fdbc6af4a00dcb14dc37,civil_comments,of course law enforcement and other Government departments will use them and they wont have to pay the tax!,19,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-911968d49dfa352ac6ed,civil_comments,"aaa the stupidity of you left wingers never ends,, the usa is a great place to live. much more freedom than we have in canada that is for sure! but being a left wing lets steal others money and redistribute it bs, it is no wonder you hate such freedom! you are derelict in intelligence loser",56,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-27cdfce8eb9809267dc4,civil_comments,"But also much stupider. They were told they were going to war to ""make the world safe for democracy."" Could anything have been further from the truth? There was no democracy. Not in Canada, not in the US, or France. Certainly not in Britain. The masses of Brits lived lives that were cruel, brutish, short, oppressed, repressed, and impoverished. But, yeah, men could vote. (lol). The British Empire was cruel, brutish, and long, very long. WW I happened due to cut-throat imperialist competition among the European empires to conquer and exploit African nations. The arms race that accompanied the imperial competitiveness land grabs made war inevitable. We cannot avoid more useless, futile, stupid bloodbaths if we avoid knowing the truth about those we managed to survive. History always repeats. It will take a huge co-operation among nations to avoid a third world war. So far, that isn't happening. Time to top making war seem so glamorous, honorable and attractive.",161,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-8befed0137f3aabc70f0,civil_comments,There is a difference when they want there to be one and no difference when it suits their political agenda.,20,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-11b78650924d33e9db57,civil_comments,Are you so naïve that you think the Muslims in this country really care what we think? They just up their birth rate and bide their time.,28,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a4b9c18beb1ca1cf85f9,civil_comments,"It all took place in a matter of minutes. The moose looks young and didn't look angry until multiple skiers whizzing past him or her, taking video, calling out to one another and generally acting like idiots freaked him or her out. It's a damn shame this creature was killed. Makes me ill.",53,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-5ea934099733ed928378,civil_comments,My bad. No doubt you witnessed this one.,8,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8337cd62a70ee8a5fefe,civil_comments,"""It is now a basic requirement of the justice system in Canada that reasons be given for decisions. The same rule that the judges apply in their decisions should also apply to decisions about judges"" Indeed",36,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-36c8c3cf7e12fca46e06,civil_comments,"Burke is neither gentle nor holy. He is, among other things, a blatant homophobe. He said, in as many words, that grandparents should shun their gay children, lest the grandchildren come to accept them. A man with a ""heart for truth and justice"" would not say such a hateful thing.",50,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8216b7a29879fd1021b3,civil_comments,Many thanks for your perseverance. Everyone benefits when the police act with integrity.,13,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-4cf7b4aa1a65f971ad0c,civil_comments,"Calude a person who is going to commit fraud to vote is not going to go out of their way to have a second agency, the PFD reviewers, look at their voter application. Its far easier to fill out a voter registration form at some registration drive in a mall where the application is not being examined for validity at by the person collect the applications.",66,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-a6350315f49597631543,civil_comments,"OMG! I totally missed the mail truck! Shit for bricks batman! Now that is a dedicated employee. As a kid we heard about post office shootings all the time - for you youngsters that is why we have the expression ""going Postal"". Too many Post Office employees were having breakdowns and shooting people. Now the Post Office is completely changed and this guy is sticking to his route! Folks, I am just not that dedicated to my job. SWAT? APD? Nah, I'lol call it a day.",85,profanity,0,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-9f1e13741bb41d780dfc,civil_comments,"Tell them that there are big problems in the world so they don't need to make small ones seem big. Basically, ""I hear ya, but this isn't a big deal."" If that doesn't work, ask yourself why you are friends with this knob.",43,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-e8283e621d00adb574a0,civil_comments,"My, my. Oooh. ""Politically correct."" My my. Yes. Whenever something smacks of tolerance and good sense just put on the PC label (err...isn't that Progressive Conservative?) and then like magic it is shown to be unworthy.",37,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5d35f50a3d7b349e4763,civil_comments,"Nathaniel, I believe you are misleading everyone with your article. Tell us how many children, disabled, unemployed, welfare recipients, medically challenged, rural area Native American, Alaskans are included in your research?",31,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-c81c519376108e8224b4,civil_comments,"As a practical note, my portfolio is split between about 15 high quality companies. But for the general population, I would advise low cost indexing, as general people probably don't have much skill. The only skill they can reasonably and consistently deploy is avoiding high fees.",46,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
